,company,model,year,selling_price,km_driven,fuel,transmission,owner,mileage,engine,seats
2328,Hyundai,Hyundai Creta 1.6 VTVT E Plus,2016,700000,30000,Petrol,Manual,First,15,1591,5
2329,Hyundai,Hyundai i10 Sportz 1.1L,2010,200000,70000,Petrol,Manual,Second,19,1086,5
2330,Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,1050000,7200,Diesel,Manual,First,12,2494,8
2331,Honda,Honda City i DTEC SV,2014,580000,97000,Diesel,Manual,First,26,1498,5
2332,Hyundai,Hyundai EON Era Plus,2014,200000,60000,Petrol,Manual,Second,21,814,5
2333,Chevrolet,Chevrolet Sail Hatchback Petrol LS ABS,2013,245000,25000,Petrol,Manual,First,18,1199,5
2334,Hyundai,Hyundai i10 Sportz,2010,210000,94000,Petrol,Manual,Second,20,1197,5
2335,Maruti,Maruti Baleno LXI,2005,50000,90000,Petrol,Manual,Second,15,1590,5
2336,Chevrolet,Chevrolet Captiva 2.2 LTZ AWD,2012,700000,50000,Diesel,Automatic,Second,12,2231,7
2337,Tata,Tata Bolt Quadrajet XE,2019,660000,35000,Diesel,Manual,First,22,1248,5
2338,Honda,Honda City i VTEC V,2015,630000,117500,Petrol,Manual,Second,17,1497,5
2339,Mahindra,Mahindra XUV500 W8 2WD,2012,950000,78500,Diesel,Manual,First,15,2179,7
2340,Hyundai,Hyundai i20 1.2 Asta Dual Tone,2018,740000,8000,Petrol,Manual,First,18,1197,5
2341,Ford,Ford Figo Aspire 1.2 Ti-VCT Sports Edition,2017,570000,25000,Petrol,Manual,First,18,1196,5
2342,Hyundai,Hyundai Verna 1.6 SX,2012,450000,60000,Diesel,Manual,Third,22,1582,5
2343,Datsun,Datsun RediGO 1.0 T Option,2019,390000,10000,Petrol,Manual,First,22,999,5
2344,Ford,Ford Ikon 1.6 Nxt,2009,180000,70000,Petrol,Manual,Second,14,1597,5
2345,Tata,Tata Nano LX,2015,130000,60000,Petrol,Manual,First,25,624,4
2346,Honda,Honda City 2017-2020 GXi,2006,270000,70000,Petrol,Manual,Second,17,1497,5
2347,Maruti,Maruti 800 DX,1997,60000,25000,Petrol,Manual,Third,16,796,4
2348,Hyundai,Hyundai Verna 1.6 Xi ABS,2006,170000,90000,Petrol,Manual,Third,13,1599,5
2349,Hyundai,Hyundai Creta 1.6 CRDi SX,2015,978999,90000,Diesel,Manual,First,19,1582,5
2350,Tata,Tata Tiago 1.2 Revotron XM,2018,490000,25000,Petrol,Manual,First,23,1199,5
2351,Ford,Ford Fiesta Diesel Style,2012,280000,60000,Diesel,Manual,Second,23,1498,5
2352,Tata,Tata Tiago 1.2 Revotron XM,2018,390000,25000,Petrol,Manual,First,23,1199,5
2353,Maruti,Maruti Alto 800 VXI,2013,170000,60000,Petrol,Manual,Fourth,22,796,5
2354,Chevrolet,Chevrolet Spark 1.0,2008,45000,70000,Petrol,Manual,First,18,995,5
2355,Maruti,Maruti Ertiga SHVS VDI,2016,640000,80000,Diesel,Manual,Second,24,1248,7
2356,Mahindra,Mahindra Scorpio S2 9 Seater,2015,650000,110000,Diesel,Manual,Second,15,2523,9
2357,Mahindra,Mahindra Scorpio LX,2013,500000,115717,Diesel,Manual,First,12,2179,9
2358,Ford,Ford Fusion Plus 1.4 TDCi Diesel,2008,90000,110000,Diesel,Manual,Second,17,1399,5
2359,Tata,Tata Aria Pure LX 4x2,2014,480000,70000,Diesel,Manual,Second,15,2179,7
2360,Maruti,Maruti Swift VXI,2019,630000,4000,Petrol,Manual,First,21,1197,5
2361,Hyundai,Hyundai i10 Sportz,2011,250000,50000,Petrol,Manual,First,20,1197,5
2362,Hyundai,Hyundai Grand i10 Sportz,2016,330000,70000,Petrol,Manual,Fourth,18,1197,5
2363,Hyundai,Hyundai i10 Magna,2009,180000,70000,Petrol,Manual,Second,20,1197,5
2364,Hyundai,Hyundai i20 Magna,2010,210000,50000,Petrol,Manual,Second,18,1197,5
2365,Maruti,Maruti Swift Dzire ZDI,2016,550000,55000,Diesel,Manual,First,26,1248,5
2366,Tata,Tata Nexon 1.2 Revotron XZA Plus,2020,950000,5000,Petrol,Automatic,First,17,1198,5
2367,Mahindra,Mahindra Bolero 2011-2019 ZLX,2013,430000,100000,Diesel,Manual,Second,15,2523,7
2368,Hyundai,Hyundai i10 Sportz,2014,348000,23000,Petrol,Manual,Second,20,1197,5
2369,Maruti,Maruti Alto 800 LX,2014,196000,60000,Petrol,Manual,Second,22,796,5
2370,Maruti,Maruti Wagon R LXI Minor,2010,150000,70000,Petrol,Manual,Second,18,1061,5
2371,Maruti,Maruti Wagon R LXI Minor,2009,150000,60000,Petrol,Manual,Second,18,1061,5
2372,Tata,Tata Safari Storme VX Varicor 400,2019,1250000,100000,Diesel,Manual,First,14,2179,7
2373,Maruti,Maruti Ertiga VDI,2015,600000,90000,Diesel,Manual,Third,20,1248,7
2374,Tata,Tata Nano Lx BSIV,2010,65000,26432,Petrol,Manual,First,25,624,4
2375,Maruti,Maruti Omni E 8 Str STD,2016,220000,46702,Petrol,Manual,First,16,796,8
2376,Maruti,Maruti Omni E 8 Str STD,2016,220000,46706,Petrol,Manual,First,16,796,8
2377,Tata,Tata Indica V2 eXeta GLS,2006,110000,53523,Petrol,Manual,First,16,1193,5
2378,Chevrolet,Chevrolet Beat Diesel LT,2012,175000,56365,Diesel,Manual,First,25,936,5
2379,Chevrolet,Chevrolet Spark 1.0 LT,2011,160000,49563,Petrol,Manual,First,16,995,5
2380,Maruti,Maruti 800 Std BSIII,2004,65000,56432,Petrol,Manual,First,16,796,4
2381,Maruti,Maruti 800 AC,2002,60000,52365,Petrol,Manual,Second,16,796,4
2382,Maruti,Maruti Alto LXi BSIII,2007,120000,53512,Petrol,Manual,Second,19,796,5
2383,Mahindra,Mahindra Ssangyong Rexton RX7,2013,1000000,40000,Diesel,Automatic,First,11,2696,7
2384,Maruti,Maruti Wagon R LXI BS IV,2010,220000,46533,Petrol,Manual,First,18,998,5
2385,Maruti,Maruti Omni 8 Seater BSIV,2008,114999,58632,Petrol,Manual,Second,14,796,5
2386,Mahindra,Mahindra XUV500 AT W6 2WD,2016,850000,80000,Diesel,Automatic,Second,16,2179,7
2387,Maruti,Maruti Ertiga SHVS VDI,2016,750000,70000,Diesel,Manual,First,24,1248,7
2388,Renault,Renault KWID 1.0 RXT Optional,2017,265000,90000,Petrol,Manual,First,23,999,5
2389,Ford,Ford Classic 1.6 Duratec Titanium,2014,450000,110000,Petrol,Manual,Second,14,1596,5
2390,Mahindra,Mahindra Quanto C6,2013,225000,90000,Diesel,Manual,First,17,1493,7
2391,Mahindra,Mahindra Scorpio S10 7 Seater,2015,1125000,70000,Diesel,Manual,First,15,2179,7
2392,Maruti,Maruti Swift VXI with ABS,2009,270000,80000,Petrol,Manual,First,16,1197,5
2393,Maruti,Maruti Alto LX,2007,130000,78000,Petrol,Manual,First,19,796,5
2394,Mahindra,Mahindra Bolero Power Plus SLE,2017,660000,45000,Diesel,Manual,First,16,1493,7
2395,Maruti,Maruti Alto K10 VXI,2015,240000,50000,Petrol,Manual,Second,23,998,5
2396,Maruti,Maruti Alto 800 LXI,2017,275000,58000,Petrol,Manual,First,24,796,5
2397,Toyota,Toyota Innova 2.5 VX 8 STR BSIV,2012,750000,120000,Diesel,Manual,First,12,2494,8
2398,Chevrolet,Chevrolet Aveo U-VA 1.2,2007,65000,30000,Petrol,Manual,Second,14,1150,5
2399,Tata,Tata Safari Storme EX,2017,850000,162000,Diesel,Manual,First,14,2179,7
2400,Maruti,Maruti Wagon R LXI CNG,2016,300000,50000,CNG,Manual,Second,26,998,5
2401,Hyundai,Hyundai i20 1.2 Magna Executive,2018,555000,25000,Petrol,Manual,Second,18,1197,5
2402,Mahindra,Mahindra Scorpio 1.99 S6 Plus,2015,825000,60000,Diesel,Manual,First,15,1997,7
2403,Hyundai,Hyundai Santro Xing GLS LPG,2010,150000,70000,LPG,Manual,Third,13,1086,5
2404,Maruti,Maruti Swift Dzire VDi,2009,185000,138000,Diesel,Manual,Second,19,1248,5
2405,Hyundai,Hyundai i10 Magna,2010,180000,70000,Petrol,Manual,Second,20,1197,5
2406,Maruti,Maruti Alto LXi,2010,160000,48000,Petrol,Manual,Second,19,796,5
2407,Ford,Ford Endeavour 3.0L 4X2 AT,2012,500000,110000,Diesel,Automatic,First,11,2953,7
2408,Maruti,Maruti Swift VDI BSIV,2014,375000,88000,Diesel,Manual,Second,25,1248,5
2409,Toyota,Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,900000,68000,Diesel,Manual,First,12,2494,7
2410,Hyundai,Hyundai Grand i10 Sportz,2017,459999,70000,Petrol,Manual,First,18,1197,5
2411,Renault,Renault Duster 85PS Diesel RxL,2014,480000,80000,Diesel,Manual,First,20,1461,5
2412,Maruti,Maruti Swift VDI,2013,320000,100000,Diesel,Manual,Third,22,1248,5
2413,Maruti,Maruti Swift VDI,2013,370000,96000,Diesel,Manual,Second,22,1248,5
2414,Maruti,Maruti Zen LX,2002,75000,30000,Petrol,Manual,Third,17,993,5
2415,Maruti,Maruti Ritz LDi,2016,400000,60000,Diesel,Manual,Third,23,1248,5
2416,Maruti,Maruti Swift VDI BSIV,2014,425000,65000,Diesel,Manual,First,25,1248,5
2417,Maruti,Maruti Celerio ZXI,2014,325000,48000,Petrol,Manual,First,23,998,5
2418,Hyundai,Hyundai Grand i10 Magna,2016,350000,65300,Petrol,Manual,Second,18,1197,5
2419,Hyundai,Hyundai i20 1.2 Asta Dual Tone,2018,600000,40000,Petrol,Manual,First,18,1197,5
2420,Chevrolet,Chevrolet Beat Diesel,2012,120000,60000,Diesel,Manual,Second,25,936,5
2421,Maruti,Maruti Alto K10 2010-2014 VXI,2012,200000,70000,Petrol,Manual,Second,20,998,5
2422,Maruti,Maruti Alto LXi BSIII,2008,100000,70000,Petrol,Manual,Third,19,796,5
2423,Hyundai,Hyundai Grand i10 CRDi Asta,2014,350000,70000,Diesel,Manual,Second,24,1120,5
2424,Maruti,Maruti Alto LXi,2006,85000,150000,Petrol,Manual,Second,19,796,5
2425,Maruti,Maruti Alto K10 VXI Optional,2019,399000,10000,Petrol,Manual,First,23,998,5
2426,Hyundai,Hyundai Verna 1.6 CRDI,2014,580000,56000,Diesel,Manual,First,22,1582,5
2427,Datsun,Datsun RediGO T Option,2017,290000,30000,Petrol,Manual,First,22,799,5
2428,Hyundai,Hyundai Grand i10 Magna,2014,380000,50000,Petrol,Manual,Second,18,1197,5
2429,Ford,Ford Figo Diesel EXI,2010,200000,120000,Diesel,Manual,First,20,1399,5
2430,Maruti,Maruti Wagon R LXI CNG,2018,390000,40000,CNG,Manual,First,26,998,5
2431,Hyundai,Hyundai Grand i10 1.2 Kappa Asta,2017,500000,27500,Petrol,Manual,First,18,1197,5
2432,Maruti,Maruti Ertiga VDI,2012,520000,73000,Diesel,Manual,First,20,1248,7
2433,Maruti,Maruti Swift Dzire VDI,2017,650000,75000,Diesel,Manual,First,26,1248,5
2434,Renault,Renault KWID Climber 1.0 MT,2018,380000,5000,Petrol,Manual,First,23,999,5
2435,Maruti,Maruti Wagon R LXI LPG BSIV,2010,275000,50000,LPG,Manual,First,26,998,5
2436,Maruti,Maruti Swift Dzire VDI,2015,520000,70000,Diesel,Manual,First,26,1248,5
2437,Maruti,Maruti Swift Dzire VDI,2015,610000,60000,Diesel,Manual,First,26,1248,5
2438,Maruti,Maruti Wagon R LXI,2004,85000,110000,Petrol,Manual,First,18,998,5
2439,Renault,Renault Duster 85PS Diesel RxL Optional,2013,490000,95000,Diesel,Manual,First,20,1461,5
2440,Hyundai,Hyundai EON Era Plus,2015,229999,34000,Petrol,Manual,Second,21,814,5
2441,Hyundai,Hyundai Grand i10 Sportz,2015,411000,25000,Petrol,Manual,First,18,1197,5
2442,Maruti,Maruti Eeco CNG 5 Seater AC BSIV,2019,362000,120000,CNG,Manual,Second,21,1196,5
2443,Toyota,Toyota Etios Cross 1.4L GD,2014,550000,31000,Diesel,Manual,First,23,1364,5
2444,Maruti,Maruti Wagon R LXI CNG,2018,459999,70000,CNG,Manual,First,26,998,5
2445,Maruti,Maruti Ritz VXi (ABS) BS IV,2011,190000,47000,Petrol,Manual,First,18,1197,5
2446,Hyundai,Hyundai Santro Magna AMT BSIV,2019,499000,5000,Petrol,Automatic,First,20,1086,5
2447,Maruti,Maruti Eeco 7 Seater Standard BSIV,2018,358000,44000,Petrol,Manual,First,15,1196,7
2448,Toyota,Toyota Etios Diesel TRD Sportivo,2012,278000,120000,Diesel,Manual,Second,23,1364,5
2449,Fiat,Fiat Grande Punto EVO 1.3 Active,2014,320000,39395,Diesel,Manual,First,21,1248,5
2450,Renault,Renault Fluence 1.5,2013,580000,67000,Diesel,Manual,Second,20,1461,5
2451,Honda,Honda City VX CVT,2019,1300000,20000,Petrol,Automatic,First,17,1497,5
2452,Honda,Honda Amaze VX i-DTEC,2018,825000,40000,Diesel,Manual,First,25,1498,5
2453,Toyota,Toyota Corolla AE,2004,170000,120000,Petrol,Manual,Second,13,1794,5
2454,Toyota,Toyota Fortuner 4x4 MT,2014,1700000,80000,Diesel,Manual,Second,12,2982,7
2455,Hyundai,Hyundai Santro Sportz BSIV,2018,490000,7000,Petrol,Manual,First,20,1086,5
2456,Mahindra,Mahindra XUV500 W4,2018,1050000,15000,Diesel,Manual,First,16,2179,7
2457,Chevrolet,Chevrolet Beat LT,2016,210000,50000,Petrol,Manual,First,18,1199,5
2458,Mahindra,Mahindra Scorpio Intelli Hybrid S10,2016,1250000,30000,Diesel,Manual,First,15,2179,7
2459,Maruti,Maruti Swift VDI,2012,320000,120000,Diesel,Manual,Second,22,1248,5
2460,Chevrolet,Chevrolet Optra Magnum 2.0 LT,2012,400000,64000,Diesel,Manual,First,16,1991,5
2461,Maruti,Maruti Ritz VDi,2013,320000,120000,Diesel,Manual,First,23,1248,5
2462,Toyota,Toyota Corolla Altis Diesel D4DG,2012,600000,85000,Diesel,Manual,First,21,1364,5
2463,Maruti,Maruti Alto K10 2010-2014 VXI,2012,275000,50000,Petrol,Manual,First,20,998,5
2464,Maruti,Maruti Alto LXi,2009,170000,59000,Petrol,Manual,Second,19,796,5
2465,Chevrolet,Chevrolet Beat Diesel LT,2012,155000,98000,Diesel,Manual,First,25,936,5
2466,Renault,Renault Duster 85PS Diesel RxL Plus,2015,620000,140000,Diesel,Manual,Second,20,1461,5
2467,Hyundai,Hyundai Grand i10 1.2 Kappa Sportz Option,2017,530000,50000,Petrol,Manual,First,18,1197,5
2468,Toyota,Toyota Etios Liva VD,2015,550000,40000,Diesel,Manual,First,23,1364,5
2469,Honda,Honda City i DTEC SV,2014,600000,90000,Diesel,Manual,First,26,1498,5
2470,Mahindra,Mahindra XUV500 W4,2014,649000,117000,Diesel,Manual,Third,15,2179,7
2471,Honda,Honda City i DTEC SV,2014,625000,90000,Diesel,Manual,First,26,1498,5
2472,Chevrolet,Chevrolet Spark 1.0 PS,2010,125000,70000,Petrol,Manual,First,16,995,5
2473,Chevrolet,Chevrolet Tavera Neo 3 LS 9 Str BSIII,2009,305000,230000,Diesel,Manual,Second,13,2499,9
2474,Maruti,Maruti SX4 ZXI MT BSIV Leather,2010,285000,155000,Petrol,Manual,Second,15,1586,5
2475,Tata,Tata Xenon XT EX 4X4,2015,600000,60000,Diesel,Manual,Second,13,2179,5
2476,Mahindra,Mahindra KUV 100 mFALCON G80 K8,2016,426000,110000,Petrol,Manual,First,18,1198,6
2477,Tata,Tata Indica Vista Terra 1.4 TDI,2010,180000,120000,Diesel,Manual,First,17,1405,5
2478,Hyundai,Hyundai Verna 1.6 VGT CRDi,2011,400000,100000,Diesel,Manual,Second,22,1582,5
2479,Chevrolet,Chevrolet Beat LS,2010,120000,40000,Petrol,Manual,Second,18,1199,5
2480,Tata,Tata Manza Aura (ABS) Quadrajet BS IV,2012,300000,110000,Diesel,Manual,Second,21,1248,5
2481,Maruti,Maruti Alto K10 2010-2014 VXI,2011,190000,92500,Petrol,Manual,Second,20,998,5
2482,Maruti,Maruti Alto 800 LXI,2017,310000,20000,Petrol,Manual,First,24,796,5
2483,Renault,Renault KWID RXL,2019,380000,15000,Petrol,Manual,First,25,799,5
2484,Mahindra,Mahindra Bolero Power Plus ZLX,2019,740000,14000,Diesel,Manual,First,16,1493,7
2485,Datsun,Datsun RediGO T Option,2016,260000,35000,Petrol,Manual,First,22,799,5
2486,Maruti,Maruti Alto K10 VXI,2017,320000,32000,Petrol,Manual,Second,23,998,5
2487,Maruti,Maruti Wagon R LXI CNG,2013,211000,90000,CNG,Manual,First,26,998,5
2488,Maruti,Maruti Swift Dzire VXI 1.2 BS IV,2018,650000,35000,Petrol,Manual,First,22,1197,5
2489,Maruti,Maruti Swift Dzire VDI,2017,651000,32500,Diesel,Manual,Second,28,1248,5
2490,Maruti,Maruti Alto K10 VXI AGS,2019,380000,14000,Petrol,Automatic,First,23,998,5
2491,Chevrolet,Chevrolet Beat Diesel LT,2014,160000,70000,Diesel,Manual,Third,25,936,5
2492,Hyundai,Hyundai Verna VTVT 1.6 AT SX Option,2019,1270000,20000,Petrol,Automatic,First,17,1591,5
2493,Maruti,Maruti Wagon R Duo Lxi,2011,300000,300000,LPG,Manual,First,26,998,5
2494,Maruti,Maruti Swift VDI Optional,2015,405000,100000,Diesel,Manual,First,25,1248,5
2495,Mahindra,Mahindra XUV500 W8 2WD,2015,850000,64800,Diesel,Manual,First,15,2179,7
2496,Mahindra,Mahindra Bolero Power Plus ZLX,2017,680000,90000,Diesel,Manual,First,16,1493,7
2497,Hyundai,Hyundai Xcent 1.2 Kappa SX Option,2014,426999,80000,Petrol,Manual,First,19,1197,5
2498,Hyundai,Hyundai Verna 1.4 CRDi,2015,525000,248000,Diesel,Manual,First,24,1396,5
2499,Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,1019999,60000,Diesel,Manual,Second,12,2494,7
2500,Toyota,Toyota Innova 2.5 G2,2005,245000,120000,Diesel,Manual,First,12,2494,8
2501,Hyundai,Hyundai Elantra CRDi SX,2015,869999,120000,Diesel,Manual,First,22,1582,5
2502,Maruti,Maruti Wagon R Duo Lxi,2010,160000,66444,LPG,Manual,First,26,998,5
2503,Maruti,Maruti Vitara Brezza VDi Option,2016,700000,86000,Diesel,Manual,First,24,1248,5
2504,Nissan,Nissan Sunny Diesel XV,2012,300000,90000,Diesel,Manual,First,21,1461,5
2505,Honda,Honda Civic 1.8 S AT,2007,175000,218463,Petrol,Automatic,First,12,1799,5
2506,Toyota,Toyota Innova 2.5 VX 8 STR,2012,960000,153000,Diesel,Manual,First,12,2494,8
2507,Mahindra,Mahindra Thar CRDe AC,2014,525000,70000,Diesel,Manual,Second,16,2498,6
2508,Hyundai,Hyundai Grand i10 CRDi Sportz,2015,345000,60000,Diesel,Manual,First,24,1120,5
2509,Honda,Honda Amaze S i-Vtech,2015,390000,50000,Petrol,Manual,First,18,1198,5
2510,Datsun,Datsun GO T Option BSIV,2015,275000,20000,Petrol,Manual,First,20,1198,5
2511,Chevrolet,Chevrolet Sail 1.2 LS ABS,2014,310000,35000,Petrol,Manual,First,18,1199,5
2512,Hyundai,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2017,500000,20000,Petrol,Manual,First,18,1197,5
2513,Chevrolet,Chevrolet Sail Hatchback LT ABS,2013,200000,70000,Diesel,Manual,First,22,1248,5
2514,Volkswagen,Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,650000,53000,Diesel,Manual,First,20,1498,5
2515,Honda,Honda City i-DTEC VX,2018,1031000,60000,Diesel,Manual,First,25,1498,5
2516,Hyundai,Hyundai EON 1.0 Era Plus,2018,330000,70000,Petrol,Manual,First,20,998,5
2517,Hyundai,Hyundai Santro Era,2019,399000,4000,Petrol,Manual,First,20,1086,5
2518,Hyundai,Hyundai i10 Magna,2012,250000,103000,Petrol,Manual,First,20,1197,5
2519,Hyundai,Hyundai Grand i10 1.2 CRDi Sportz Option,2017,600000,20000,Diesel,Manual,First,24,1186,5
2520,Maruti,Maruti Swift VDI,2013,375000,77000,Diesel,Manual,First,22,1248,5
2521,Volkswagen,Volkswagen Vento Diesel Highline,2012,375000,90000,Diesel,Manual,First,20,1598,5
2522,Hyundai,Hyundai Verna 1.6 CRDi EX MT,2013,445000,87185,Diesel,Manual,Second,22,1582,5
2523,Maruti,Maruti Wagon R LXI,2003,55000,167000,Petrol,Manual,Second,18,998,5
2524,Hyundai,Hyundai i20 2015-2017 Asta 1.4 CRDi,2016,611000,77000,Diesel,Manual,First,22,1396,5
2525,Hyundai,Hyundai Verna 1.4 CRDi,2014,459999,110000,Diesel,Manual,Second,24,1396,5
2526,Ford,Ford Fiesta EXi 1.4 TDCi Ltd,2011,275000,120000,Diesel,Manual,Second,17,1399,5
2527,Hyundai,Hyundai Santro Xing GLS CNG,2011,185000,170000,CNG,Manual,First,11,1086,5
2528,Hyundai,Hyundai Verna 1.6 SX,2012,390000,100000,Diesel,Manual,Second,22,1582,5
2529,Chevrolet,Chevrolet Spark 1.0 LT,2007,72000,40000,Petrol,Manual,Second,18,995,5
2530,Tata,Tata Indica V2 DL BSIII,2007,90000,50000,Diesel,Manual,First,17,1396,5
2531,Toyota,Toyota Etios GD,2015,500000,125000,Diesel,Manual,First,23,1364,5
2532,Maruti,Maruti Wagon R LXI CNG,2011,200000,137000,CNG,Manual,First,26,998,5
2533,Mahindra,Mahindra XUV500 W9 BSIV,2019,1575000,18000,Diesel,Manual,First,15,2179,7
2534,Hyundai,Hyundai Grand i10 Sportz,2015,511000,30000,Petrol,Manual,First,18,1197,5
2535,Fiat,Fiat Grande Punto 1.4 Emotion,2009,150000,55000,Petrol,Manual,First,14,1368,5
2536,Toyota,Toyota Innova Crysta 2.7 GX AT 8 STR,2020,1500000,40000,Petrol,Automatic,First,10,2694,8
2537,Maruti,Maruti Alto 800 LXI,2013,185000,80000,Petrol,Manual,Second,22,796,5
2538,Maruti,Maruti Baleno Delta 1.2,2018,550000,30000,Petrol,Manual,First,21,1197,5
2539,Maruti,Maruti Alto K10 VXI,2017,325000,3564,Petrol,Manual,First,23,998,5
2540,Maruti,Maruti Swift Dzire VDI Optional,2015,525000,80000,Diesel,Manual,First,26,1248,5
2541,Force,Force One SX ABS 7 Seating,2018,1050000,13000,Diesel,Manual,First,17,2200,7
2542,Tata,Tata Indigo CS eVX,2012,300000,120000,Diesel,Manual,First,25,1396,5
2543,Chevrolet,Chevrolet Beat LT,2011,120000,90000,Petrol,Manual,First,18,1199,5
2544,Jaguar,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Automatic,First,13,1999,5
2545,Lexus,Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First,22,2487,5
2546,Jaguar,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Automatic,First,19,1999,5
2547,Tata,Tata Safari Storme EX,2015,503000,110000,Diesel,Manual,First,14,2179,7
2548,Volvo,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Automatic,First,18,1969,5
2549,Toyota,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Automatic,First,19,2494,5
2550,Maruti,Maruti Wagon R LXI,2013,225000,58343,Petrol,Manual,First,21,998,5
2551,Maruti,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Manual,First,27,1248,5
2552,Honda,Honda Jazz VX,2016,550000,56494,Petrol,Manual,First,18,1199,5
2553,Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Manual,Second,12,2494,7
2554,Maruti,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Automatic,First,22,1197,5
2555,Toyota,Toyota Etios VX,2017,625000,25538,Petrol,Manual,First,16,1496,5
2556,Maruti,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Automatic,First,22,1197,5
2557,Hyundai,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Manual,First,24,1186,5
2558,BMW,BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Automatic,First,16,1995,5
2559,BMW,BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Automatic,First,16,1995,5
2560,Honda,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Automatic,First,19,1199,5
2561,Skoda,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Automatic,First,14,1598,5
2562,Volvo,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Automatic,First,16,1984,5
2563,Hyundai,Hyundai Santro Xing GLS,2011,170000,50000,Petrol,Manual,Third,17,1086,5
2564,Tata,Tata Indigo CS eLX BS IV,2010,320000,42000,Diesel,Manual,First,23,1396,5
2565,Maruti,Maruti Celerio ZXI AT,2016,350000,17000,Petrol,Automatic,First,23,998,5
2566,Maruti,Maruti Swift AMT VXI,2018,500000,40000,Petrol,Automatic,First,22,1197,5
2567,Tata,Tata Indigo LS,2009,135000,137000,Diesel,Manual,Second,17,1405,5
2568,Renault,Renault KWID RXL,2018,340000,20000,Petrol,Manual,First,25,799,5
2569,Hyundai,Hyundai Grand i10 Sportz,2020,330000,70000,Petrol,Manual,Second,18,1197,5
2570,Maruti,Maruti SX4 Vxi BSIV,2011,350000,48756,Petrol,Manual,Second,15,1586,5
2571,Toyota,Toyota Fortuner 4x2 AT,2015,1850000,30000,Diesel,Automatic,Second,12,2982,7
2572,Hyundai,Hyundai Xcent 1.1 CRDi SX,2016,400000,110000,Diesel,Manual,First,24,1120,5
2573,Ford,Ford Fiesta Classic 1.4 Duratorq CLXI,2014,325000,80322,Diesel,Manual,First,17,1399,5
2574,Mahindra,Mahindra Scorpio 1.99 S4,2015,1000000,35000,Diesel,Manual,First,15,1997,7
2575,Mahindra,Mahindra Scorpio S2 7 Seater,2017,850000,110000,Diesel,Manual,First,15,2523,7
2576,Maruti,Maruti SX4 ZDI Leather,2012,350000,70000,Diesel,Manual,Second,21,1248,5
2577,Jaguar,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Automatic,First,13,1999,5
2578,Lexus,Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First,22,2487,5
2579,Jaguar,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Automatic,First,19,1999,5
2580,Tata,Tata Safari Storme EX,2015,503000,110000,Diesel,Manual,First,14,2179,7
2581,Volvo,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Automatic,First,18,1969,5
2582,Toyota,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Automatic,First,19,2494,5
2583,Maruti,Maruti Wagon R LXI,2013,225000,58343,Petrol,Manual,First,21,998,5
2584,Maruti,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Manual,First,27,1248,5
2585,Honda,Honda Jazz VX,2016,550000,56494,Petrol,Manual,First,18,1199,5
2586,Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Manual,Second,12,2494,7
2587,Maruti,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Automatic,First,22,1197,5
2588,Toyota,Toyota Etios VX,2017,625000,25538,Petrol,Manual,First,16,1496,5
2589,Maruti,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Automatic,First,22,1197,5
2590,Hyundai,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Manual,First,24,1186,5
2591,BMW,BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Automatic,First,16,1995,5
2592,BMW,BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Automatic,First,16,1995,5
